"Bundesamt für Sicherheit in der Informationstechnik - BSI","Aktuelle Informationen rund um die IT-Sicherheit","https://www.bsi.bund.de/DE/Home/home_node.html","Frei","Allgemeine Suche >> Informatik","","","",""
"Befunddolmetscher","Der Befunddolmetscher hilft dabei, unverständliche Begriffe aus medizinischen Befunden in Alltagssprache zu übersetzen.","https://befunddolmetscher.de/","Frei","Medizin und Gesundheitswissenschaften >> Nachschlagewerke","","","",""
"Arzt-Wiki","<html />","http://de.wikipedia.org/wiki/arzt","Frei","Kranken- und Pflegeversicherung >> Leistungserbringer","","","",""
"Der Paritätische Gesamtverband","Spitzenverband der Freien Wohlfahrtspflege<br />","http://www.der-paritaetische.de/startseite/","Frei","Politik, Wirtschaft, Pädagogik, Psychologie >> Gesundheits- und Sozialpolitik","Kranken- und Pflegeversicherung >> Verbände, Gremien, Behörden","","",""
"GKV-Dialog - Login","Einstiegsseite ins Mitgliederportal des GKV-Spitzenverbandes","https://dialog.gkv-spitzenverband.de/startseite","Frei","Kranken- und Pflegeversicherung","","","",""
"Postleitzahlensuche","Online-PLZ-Suche der Deutschen Post","http://www.postdirekt.de/plzserver/","Frei","Allgemeine Suche >> Telefonbuch, Bankwesen","","","",""
"Zentrum für Qualität in der Pflege (ZQP)","Das Zentrum für Qualität in der Pflege (ZQP) schafft fundiertes Pflegewissen. Als gemeinnützige Stiftung unterstützt es alle, die sich für pflegebedürftige Menschen engagieren - in Familie, Praxis, Politik und Wissenschaft.","https://www.zqp.de/","Frei","Medizin und Gesundheitswissenschaften >> Pflege, Gerontologie","Hilfen für die Kundenberatung/Hotlines","Medizin und Gesundheitswissenschaften >> Leitlinien, Public Health, Versorgungsforschung","",""
"DVKA - GKV-Spitzenverband ","<span style='font-size: xx-small;'>  <p>Als Teil des GKV-Spitzenverbandes ist die DVKA europäischer und weltweiter Partner für die soziale Sicherheit, mit Beratung und Service für über- und zwischenstaatliche Rechtsbeziehungen gegenüber Versicherten, Arbeitgebern, Sozialversicherungsträgern.</p>  </span>","https://www.dvka.de/de/startseite/startseite.html","Frei","Kranken- und Pflegeversicherung >> Andere Sozialversicherungsträger","Kranken- und Pflegeversicherung >> Krankenkassen","","",""
"Gemeinsamer Bundesausschuss","<p class='h3'>Der Gemein­same Bundes­aus­schuss (G-BA) ist das oberste Beschluss­g­re­mium der gemein­samen Selbst­ver­wal­tung der Ärzte, Zahn­ärzte, Psycho­the­ra­peuten, Kran­ken­häuser und Kran­ken­kassen in Deut­sch­land.</p>","http://www.g-ba.de/","Frei","Kranken- und Pflegeversicherung >> Verbände, Gremien, Behörden","","","",""
"IKK","<html />","http://www.ikk.de/","Frei","Kranken- und Pflegeversicherung >> Krankenkassen","","","",""
"Patienten-Information.de","Vom Ärztlichen Zentrum für Qualität in der Medizin erstelltes Portal mit Links zu Internetseiten, die von Experten überprüft wurden. Enthält Informationen zu Krankheiten und deren Behandlung, zu Beratungsstellen, Patientenschulungen sowie Fachgesellschaften und Organisationen.","http://www.patienten-information.de","Frei","Medizin und Gesundheitswissenschaften >> Nachschlagewerke","","","",""
"GKV-Spitzenverband","Frei zugängliche Website mit aktuellen Informationen, Schwerpunkt-Themen, Presseinformationen und Publikationen. <br />","http://www.gkv-spitzenverband.de/","Frei","Kranken- und Pflegeversicherung >> Verbände, Gremien, Behörden","","","",""
"DAK","","http://www.dak.de/","Frei","Kranken- und Pflegeversicherung >> Krankenkassen","","","",""
"KV Bayern","","http://www.kvb.de/","Frei","Kranken- und Pflegeversicherung >> Leistungserbringer >> Kassenärztliche Vereinigungen","","","",""
"Bundesverwaltungsgericht ","","http://www.bverwg.de/index.php","Frei","Rechtswissenschaften >> Gerichte","","","",""
"Bundessozialgericht ","","http://www.bsg.bund.de/DE/Home/home_node.html","Frei","Rechtswissenschaften >> Gerichte","","","",""
"Bundesgerichtshof ","<p>Der Bundesgerichtshof ist hat vor allem die Sicherung der Rechtseinheit durch Klärung grundsätzlicher Rechtsfragen und die Fortbildung des Rechts zur Aufgabe.</p>","http://www.bundesgerichtshof.de/DE/Home/home_node.html","Frei","Rechtswissenschaften >> Gerichte","","","",""
"DRG-Website","Offizielle Website des deutschen DRG-Systems. Die InEK GmbH ist das deutsche DRG-Institut im Auftrag der Selbstverwaltung.","http://www.g-drg.de/cms/","Frei","Kranken- und Pflegeversicherung >> Verbände, Gremien, Behörden","Medizin und Gesundheitswissenschaften >> Krankenhaus","","",""
"Orts- u. Gerichtsverzeichnis","Über das Orts- und Gerichtsverzeichnis kann das örtlich zuständige Gericht (Amts-, Land- und Oberlandesgericht) und die Staatsanwaltschaft für einen Ort der Bundesrepublik Deutschland ermittelt werden.","http://www.justizadressen.nrw.de/og.php","Frei","Rechtswissenschaften >> Gerichte","Rechtswissenschaften >> Portale, Suchhilfen","","",""
"Künstlersozialkasse KSK","Die KSK ist selbst kein Leistungsträger, sondern sie bezuschusst die Beiträge ihrer Mitglieder zu einer Krankenversicherung freier Wahl und zur gesetzlichen Renten- und Pflegeversicherung","http://www.kuenstlersozialkasse.de/","Frei","Kranken- und Pflegeversicherung >> Andere Sozialversicherungsträger","Kranken- und Pflegeversicherung >> Verbände, Gremien, Behörden","","",""
"Team 301","Nachfolgend finden Sie die aktuellen Technischen Anlagen der Vereinbarung nach § 301 Abs. 3 SGB V inklusive ihrer Anhänge","http://www.gkv-datenaustausch.de/leistungserbringer/krankenhaeuser/krankenhaeuser.jsp","Frei","Kranken- und Pflegeversicherung >> Datenaustausch","","","",""
"GKV-Datenaustausch ","Der GKV-Spitzenverband stellt mit diesem Internetportal umfassende und aktuelle Informationen zum elektronischen Datenaustausch zur Verfügung.<br />","http://www.gkv-datenaustausch.de/","Frei","Kranken- und Pflegeversicherung >> Datenaustausch","","","",""
"Bankleitzahlen","<p>Deutsche Bundesbank - BLZ-Suche</p>","https://www.bundesbank.de/action/de/747634/bbkpspsearch","Frei","Allgemeine Suche >> Telefonbuch, Bankwesen","","","",""
"vdek-Infos Stationäre Versorgung","","http://khbz.extra.vdak-aev.de/","Frei","Medizin und Gesundheitswissenschaften >> Krankenhaus","Kranken- und Pflegeversicherung >> Datenaustausch","","",""
"Leistungserbringer Online","Leistungserbringer Online<br />auf dem Extranet Server des vdek<br />","http://sole.extra.vdak-aev.de:8090/soleonline/","Lizenz","Kranken- und Pflegeversicherung >> Datenaustausch","","","",""
"vdek-LEO-Kurzinfo","<p>vdek-LEO-Kurzinfo. Info-System zur Leistungserbringer- und Preislistensuche. <strong>Passwort:</strong> vdak</p>","http://vis.extra.vdek.com/IT-Service/Informationssysteme/LEO/LEO-Kurzinfo.html","Lizenz","Kranken- und Pflegeversicherung >> Leistungserbringer","","","",""
"Ärztezeitung","Aktuelle Nachrichten aus der Gesundheitspolitik<br />","http://www.aerztezeitung.de/","Frei","Politik, Wirtschaft, Pädagogik, Psychologie >> Gesundheits- und Sozialpolitik","","","",""
"Bundesinstitut für Arzneimittel und Medizinprodukte (BfArM)","Das Bundesinstitut für Arzneimittel und Medizinprodukte (<acronym title='Bundesinstitut für Arzneimittel und Medizinprodukte'>BfArM</acronym>) ist eine selbstständige Bundesoberbehörde im Geschäftsbereich des Bundesministeriums für Gesundheit. Ziel ist die Abwehr von Gesundheitsgefahren durch die kontinuierliche Verbesserung der Sicherheit von Arzneimitteln und die Risikoüberwachung von Medizinprodukten sowie die Überwachung des Betäubungsmittel- und Grundstoffverkehrs.","http://www.bfarm.de/DE/Home/home_node.html","Frei","Medizin und Gesundheitswissenschaften >> Arzneimittel","","","",""
"Verwaltungsvorschriften im Internet","Datenbank mit aktuellen Verwaltungsvorschriften der obersten Bundesbehörden","http://www.verwaltungsvorschriften-im-internet.de/index.html","Frei","Rechtswissenschaften >> Gesetze und Rechtsvorschriften","","","",""
"Datenbank der Europäischen Arzneimittelagentur","Europäische Datenbank gemeldeter Verdachtsfälle	von Arzneimittelnebenwirkungen. Auf dieser Website können Sie Daten über								Verdachtsfälle von Nebenwirkungen, auch bekannt unter der								Bezeichnung 'unerwünschte								Arzneimittelwirkungen', für im Europäischen								Wirtschaftsraum (EWR) zugelassene Arzneimittel einsehen. <br /> Bei zentral zugelassenen Arzneimitteln wird Zugriff sowohl über den Namen des Arzneimittels als auch über den								Namen des Wirkstoffs gewährt. Bei nicht zentral								zugelassenen Arzneimitteln wird Zugriff nur über den Namen								des Wirkstoffs gewährt.","http://www.adrreports.eu/de/index.html","Frei","Medizin und Gesundheitswissenschaften >> Arzneimittel","Medizin und Gesundheitswissenschaften >> Arzneimittel","","",""
"Deutsche Krankenhausgesellschaft DKG","Die Deutsche Krankenhausgesellschaft ist der Zusammenschluss von Spitzen- und Landesverbänden der Krankenhausträger.","http://www.dkgev.de/","Frei","Kranken- und Pflegeversicherung >> Leistungserbringer","","","",""
"0800 111 0-111 bzw. -222 Telefonseelsorge","Die TelefonSeelsorge ist eine bundesweite Organisation. Rund 8.000 umfassend ausgebildete ehrenamtliche Mitarbeiterinnen und Mitarbeiter mit vielseitigen Lebens- und Berufskompetenzen stehen Ratsuchenden in 105 TelefonSeelsorgestellen vor Ort zur Seite.<br />","http://www.telefonseelsorge.de/","Frei","Hilfen für die Kundenberatung/Hotlines >> Lebensberatung","","","",""
"Wolfram Alpha","Eine semantische Suchmaschine die versucht durch spezielle Algorithmen Fakten zu verknüpfen. ","http://www.wolframalpha.com/","Frei","Allgemeine Suche >> Suchmaschinen","","","",""
"vdek-Rechtsprechungsübersicht","Alphabetisch nach Stichworten gegliederte Übersicht über Entscheidungen von Gerichten aller Gerichtszweige zu Themen aus dem Sozialrecht und verwandten Rechtsgebieten, insbesondere dem Recht der gesetzlichen Krankenversicherung","http://vis.extra.vdak-aev.de/VdAKExtra_prod/vdak/Versicherung/Rechtsprechung/Uebersicht/index.jsp","Frei","Rechtswissenschaften >> Verfahren, Entscheidungen, Urteile","","","",""
"90 Prozent - Das E-Magazin des GKV-Spitzenverbandes","<span style='font-size: small;'><span style='font-size: x-small;'><span style='font-size: x-small;'>Der GKV-Spitzenverband (GKV-SV) informiert die Fachöffentlichkeit zu Fragen der gesetzlichen Kranken- und Pflegeversicherung </span></span> </span>","https://www.gkv-90prozent.de/startseite/startseite.html","Frei","Politik, Wirtschaft, Pädagogik, Psychologie >> Gesundheits- und Sozialpolitik","","","",""
"Deutscher Bundestag - Ausarbeitungen der Wissenschaftlichen Dienste","<p>Die Wissenschaftliche Dienste des Deutschen Bundestages unterstützen die Abgeordneten durch Analysen und gutachterliche Stellungnahmen. Sie informieren auch die Öffentlichkeit und stellen die unterschiedlichsten Themen in einen aktuellen politischen oder gesellschaftlichen Zusammenhang.</p>","http://www.bundestag.de/ausarbeitungen","Frei","Allgemeine Suche >> Wissenschaftliche Arbeit und Recherche","Politik, Wirtschaft, Pädagogik, Psychologie","","",""
"Gesundheitsinformation.de","Gesundheitsinformationen des unabhängigen wissenschaftlichen IQWiG-Instituts für (gesunde) Verbraucherinnen und Verbraucher als auch für Patientinnen und Patienten","http://www.gesundheitsinformation.de/startseite.2.de.html","Frei","Medizin und Gesundheitswissenschaften >> Nachschlagewerke","Hilfen für die Kundenberatung/Hotlines >> Lebensberatung","Medizin und Gesundheitswissenschaften","",""
"Bundeszentrale für gesundheitliche Aufklärung BzgA","Schwerpunkte Gesundheitserziehung, Ernährungs- und Verbraucheraufklärung, Sexualaufklärung, Familienplanung, Schwangerschaftsverhütung, Aidsaufklärung, chronische Krankheiten. Bereitstellung von z.T. kostenlosen Materialien zum Versand oder im Volltext; bundesweit zahlreiche Aktionen","http://www.bzga.de","Frei","Medizin und Gesundheitswissenschaften","","","",""
"Bundesministerium der Justiz und für Verbraucherschutz - BMJV","<html />","http://www.bmjv.de/DE/Startseite/Startseite_node.html","Frei","Politik, Wirtschaft, Pädagogik, Psychologie","Rechtswissenschaften","","",""
"Familien-Wegweiser - Familie regional","<div class='grundlagenteaser presseTeaser clearfix'>  <div class='teasertext'>  <p>Elterngeld, Kindergeld und vieles mehr: Von Ländern und Kommunen werden viele spezielle Leistungen bewilligt und Informationen und Angebote für Familien zur Verfügung gestellt. In dieser Rubrik finden Sie die richtigen Adressen und Ansprechpartner für Ihre Anliegen vor Ort.</p>  </div>  </div>","http://www.familien-wegweiser.de/wegweiser/familie-regional.html","Frei","Kranken- und Pflegeversicherung >> Verbände, Gremien, Behörden","","","",""
"Gute Pillen - Schlechte Pillen","<p>Internetseite der Zeitschrift 'Gute Pillen - Schlechte Pillen'. Die Rubrik <a href='http://gutepillen-schlechtepillen.de/pages/werbung---aufgepasst.php'><span style='color: #0000ff;'>Werbung - Aufgepasst!</span></a> ist online zugänglich.Mit <a href='http://gutepillen-schlechtepillen.de/pages/tipps-themen/gepanschtes.php'><span style='text-decoration: underline;'><span style='text-decoration: underline;'><span style='color: #0000ff;'>Datenbank</span></span></span></a> zu Produkten mit verbotenen Substanzen. In einer <a href='http://gutepillen-schlechtepillen.de/pages/zuzahlung-sparen.php'><span style='text-decoration: underline;'><span style='text-decoration: underline;'><span style='color: #0000ff;'>Suchmaschine</span></span></span></a> kann man prüfen, ob ein verordnetes Medikament von einer Zuzahlung befreit ist oder nicht. Und ob es ein Präparat gleicher Zusammensetzung gibt, bei dem die Zuzahlung entfällt.</p>","http://gutepillen-schlechtepillen.de/","Frei","Medizin und Gesundheitswissenschaften >> Arzneimittel","","","",""
"Terminservicestellen im Überblick","Ohne lange Wartezeiten einen Termin beim Facharzt oder Psychotherapeuten finden - dabei können die Terminservicestellen der Kassenärztlichen Vereinigungen (KV) helfen. Auf unserer interaktiven Deutschlandkarte sehen Sie, wann und unter welcher Rufnummer die Terminservicestelle in Ihrem Bundesland erreichbar ist.","https://www.bundesgesundheitsministerium.de/themen/krankenversicherung/terminservicestellen.html","Frei","Hilfen für die Kundenberatung/Hotlines","","","",""
"BARMER Reports und Studien","Hintergrundinformationen der BARMER zu Gesundheitsthemen und Gesundheitspolitik","https://www.barmer.de/presse/infothek/studien-und-reports","Frei","Medizin und Gesundheitswissenschaften >> Literatur, Datenbanken","","","",""
"Enzyklothek","Die Enzyklothek ist eine Literaturdatenbank, die möglichst umfassend die  von der Antike bis etwa 1920 verfassten Nachschlagewerke mit ihren  verschiedenen Ausgaben und Auflagen dokumentiert. Aufgenommen wurde eine  breite Palette historischer Wissensspeicher (<strong>Bestände weltweiter Digitalisierungsprojekte</strong>): alphabetische und  systematische Nachschlagewerke, Handbücher, literarische Werke, Exempel-  und Spruchsammlungen oder die Werke der Buntschriftsteller. Erfasst  wurden Werke in elf Sprachen.","http://www.enzyklothek.de","Frei","Allgemeine Suche >> Allgemeine Nachschlagewerke","","","",""
" IBAN-Rechner","Der IBAN-Rechner berechnet und validiert nationale und internationale Kontonummern","http://www.iban-rechner.de/","Frei","Allgemeine Suche >> Telefonbuch, Bankwesen","","","",""
"Paul-Ehrlich-Institut","<p>Homepage des Paul-Ehrlich-Instituts, dem Bundes­institut für Impfstoffe und biomedizinische Arzneimittel.</p>","https://www.pei.de/DE/home/home-node.html","Frei","Medizin und Gesundheitswissenschaften","Medizin und Gesundheitswissenschaften >> Arzneimittel","","",""
"Währungskurse","Währungskurse der Europäischen Zentralbank","http://www.ecb.int/stats/exchange/eurofxref/html/index.en.html","Frei","Allgemeine Suche >> Telefonbuch, Bankwesen","","","",""
"Sachverständigenrat zur Begutachtung der Entwicklung im Gesundheitswesen","<p>Der Sachverständigenrat erstellt alle zwei Jahre Gutachten, um die Entwicklung in der gesundheitlichen Versorgung mit ihren medizinischen und wirtschaftlichen Auswirkungen zu analysieren, Prioritäten für den Abbau von Versorgungsdefiziten und bestehenden Überversorgungen zu entwickeln und Wege zur Weiterentwicklung des Gesundheitswesens aufzuzeigen.</p>","http://www.svr-gesundheit.de/index.php?id=2","Frei","Politik, Wirtschaft, Pädagogik, Psychologie >> Gesundheits- und Sozialpolitik","Kranken- und Pflegeversicherung >> Verbände, Gremien, Behörden","","",""
"Bundesministerium für Arbeit und Soziales - BMAS","","http://www.bmas.de/DE/Startseite/start.html","Frei","Politik, Wirtschaft, Pädagogik, Psychologie >> Gesundheits- und Sozialpolitik","","","",""
"Versorgungsämter ","Suchangebot für alle Versorgungsämter Deutschlands","http://www.soziales.niedersachsen.de/aktuelles_service/ortsverzeichnis_deutschland_nach_zustaendigen_versorgungsaemtern/","Frei","Kranken- und Pflegeversicherung >> Verbände, Gremien, Behörden","","","",""
"Durchgangsarztsuche","Datenbanken der Unfallversicherer mit Durchgangsärzten, Gutachtern und Kliniken","http://lviweb.dguv.de/faces/D?_adf.ctrl-state=14ghzspv95_3","Frei","Kranken- und Pflegeversicherung >> Andere Sozialversicherungsträger","Hilfen für die Kundenberatung/Hotlines","","",""
"PubPsych","Psychologie-Suchportal unter der Federführung des Leibniz-Zentrums für Psychologische Information und Dokumentation (ZPID) an der Universität Trier.","http://pubpsych.zpid.de/pubpsych/","Frei","Allgemeine Suche >> Wissenschaftliche Arbeit und Recherche","Politik, Wirtschaft, Pädagogik, Psychologie >> Pädagogik, Psychologie, Sozialwissenschaft","","",""
"Elektronische Zeitschriftenbibliothek (EZB) Recht","<div class='smaller'>Datenbank mit wissenschaftlichen Volltextzeitschriften aus dem Bereich Recht</div>","http://rzblx1.uni-regensburg.de/ezeit/fl.phtml?bibid=AAAAA&colors=1)=de&notation=P","Frei","Rechtswissenschaften >> Portale, Suchhilfen","","","",""
"0800 1000 480 70 Deutsche Rentenversicherung Servicetelefon","<p>Montag bis Donnerstag 7.30 bis 19.30 Uhr und Freitag bis 15.30 Uhr.<br />Deutsche Rentenversicherung   - Servicetelefon rund um Rente und Rehabilitation</p>","http://www.deutsche-rentenversicherung.de/Allgemein/de/Inhalt/5_Services/01_kontakt_und_beratung/01_kontakt/01_telefonischer_kontakt.html","Frei","Hilfen für die Kundenberatung/Hotlines","","","",""
"Währungsrechner","Hier können Sie 160 Währungen kostenlos umrechnen und außerdem auch ein Datum angeben, um die Kurse an genau diesem Tag zu erhalten","http://www.finanzen.net/waehrungsrechner/","Frei","Allgemeine Suche >> Telefonbuch, Bankwesen","","","",""
"Fahrplan Rhein-Mosel","Verkehrsverbund Rhein-Mosel","http://www.vrminfo.de/","Frei","Allgemeine Suche >> Verkehrsinfos","","","",""
"Sozialmedizinische Informationsdatenbanken des MDS","<p>Übersicht über die Datenbanken, die der MDS für Kranken- und Pflegekassen und die Medizinischen Dienste anbietet.</p>","https://www.mdk.de/kranken-pflegekassen/datenbanken-fachinformationen/","Frei","Medizin und Gesundheitswissenschaften >> Nachschlagewerke","Medizin und Gesundheitswissenschaften >> Literatur, Datenbanken","","",""
"Mittelhochdeutsches Wörterbuch online","MWB Online ist das Internetangebot des Mittelhochdeutschen Wörterbuchs, eines interakademischen Vorhabens der Mainzer Akademie der Wissenschaften und der Literatur und der Akademie der Wissenschaften zu Göttingen, das in zwei Arbeitsstellen an der Universität Trier und in Göttingen durchgeführt wird.  MWB online bietet neben einer elektronischen Ausgabe der bereits im Druck publizierten Wörterbuchlieferungen (aktuell: Lieferungen 1-6, bluoten - ëbentiure) verschiedene weitere elektronische Materialien: eine umfassende Stichwortliste mit Verknüpfung in den Verbund der Vorgängerwörterbücher im Internet und in das elektronische Belegarchiv des MWB; das Quellenverzeichnis des MWB; und schließlich eine (zur Zeit noch in Entwicklung befindliche) Suchhilfe für Stichwörter, Wortformen und Quellenverzeichnis.","http://www.mhdwb-online.de/","Frei","Allgemeine Suche >> Wörterbücher","","","",""
"Internetsucht - Hilfsangebote ","Umfangreiche Adress-Datenbank für Hilfsangebote bei Internetsucht. Droht Ihr Umgang mit Smartphone, Computer oder Tablet aus dem Ruder zu laufen? Sorgen Sie sich um Angehörige oder Befreundete? Suchen Sie Rat und Hilfe? Dann sind Sie hier richtig.","https://www.erstehilfe-internetsucht.de/","Frei","Hilfen für die Kundenberatung/Hotlines >> Lebensberatung","","","",""
"Verband der Ersatzkassen e.V.","Interessenvertretung und Dienstleister der Ersatzkassen, die zusammen mehr als 25 Millionen Menschen in Deutschland versichern.","http://www.vdek.com/","Frei","Kranken- und Pflegeversicherung >> Verbände, Gremien, Behörden","","","",""
"0800 0 11 77 22 Patientenberatung","<p>Montag bis Freitag: 08<span class='clock'>:00 bis 22:00 Uhr, </span>Samstag: 08<span class='clock'>:00 bis 18:00 Uhr</span></p>  <p>Die Unabhängige Patientenberatung Deutschland (UPD) berät im gesetzlichen Auftrag rund um das Thema Gesundheit - bei rechtlichen und medizinischen Fragen sowie bei psychosozialen Problemen im Umgang mit Krankheiten.</p>","http://www.patientenberatung.de/beratungstelefon/ ","Frei","Kranken- und Pflegeversicherung","Hilfen für die Kundenberatung/Hotlines","Kranken- und Pflegeversicherung >> Verbände, Gremien, Behörden","Medizin und Gesundheitswissenschaften",""
"Fahrplan Rhein-Ruhr","Verkehrsverbund Rhein-Ruhr","http://www.vrr.de/de/index.html","Frei","Allgemeine Suche >> Verkehrsinfos","","","",""
"Zentrum für Sozialpolitik - Gesundheitswissenschaftliche Abteilung ","Die gesundheitswissenschaftliche Abteilung beschäftigt sich mit allen Fragen des Gesundheitssystems auf lokaler, nationaler und international vergleichender Ebene. Sie arbeitet inter- bzw. multidisziplinär und erhebt den Anspruch, politikrelevante Themen aufzugreifen und so zu einer wissenschaftsbasierten Politikberatung beizutragen.","http://www.zes.uni-bremen.de/abteilungen/gesundheitsoekonomie-gesundheitspolitik-und-versorgungsforschung/","Frei","Politik, Wirtschaft, Pädagogik, Psychologie >> Gesundheits- und Sozialpolitik","Medizin und Gesundheitswissenschaften >> Leitlinien, Public Health, Versorgungsforschung","","",""
"Firmenveröffentlichungen ","<span style='font-family: Arial; font-size: x-small;'><span style='font-size: x-small;'><span style='font-size: small;'> </span> </span></span><span style='font-size: x-small;'>  <p>North Data analysiert Handelsregisterbekanntmachungen und andere Pflichtveröffentlichungen deutscher Firmen - durch Analyse von Firmenveröffentlichungen mit Methoden aus Big Data und Machine Intelligence.</p>  </span>","https://www.northdata.de/","Frei","Allgemeine Suche >> Allgemeine Nachschlagewerke","","","",""
"Sozialpolitik-aktuell","Sozial- und Wirtschaftspolitik in Deutschland. Themenfelder: Einkommenverteilung, Arbeitsmarkt, Familie und Familienpolitik, Gesetze im Wortlaut, Literaturhinweise und E-Books.","http://www.sozialpolitik-aktuell.de","Frei","Politik, Wirtschaft, Pädagogik, Psychologie >> Gesundheits- und Sozialpolitik","","","",""
"Langenscheidts Fremdwörterbuch","Erklärungen zu 33.000 Fremdwörtern.","http://de.langenscheidt.com/fremdwoerterbuch/","Frei","Allgemeine Suche >> Wörterbücher","","","",""
"Webopedia","Englisches Lexikon für Computer- und Internettechnologie","http://www.webopedia.com/","Frei","Allgemeine Suche >> Informatik","","","",""
"0800 60 50 40 4 Infoline der Gesetzlichen Unfallversicherung","<p>Montag bis Freitag zwischen 08:00 und 18:00 Uhr<br />Bundesweit einheitliche Rufnummer für allgemeine Informationen zu Arbeitsunfällen, Wegeunfällen und Berufskrankheiten.</p>","http://www.dguv.de/de/wir-ueber-uns/infoline/index.jsp","Frei","Hilfen für die Kundenberatung/Hotlines","","","",""
"Bundesministerium für Familie, Senioren, Frauen und Jugend","","http://www.bmfsfj.de/","Frei","Politik, Wirtschaft, Pädagogik, Psychologie","","","",""
"KV Brandenburg","","http://www.kvbb.de/","Frei","Kranken- und Pflegeversicherung >> Leistungserbringer >> Kassenärztliche Vereinigungen","","","",""
"KV Hessen","","http://www.kvhessen.de/","Frei","Kranken- und Pflegeversicherung >> Leistungserbringer >> Kassenärztliche Vereinigungen","","","",""
"KV Berlin","","http://www.kvberlin.de/","Frei","Kranken- und Pflegeversicherung >> Leistungserbringer >> Kassenärztliche Vereinigungen","","","",""
"Bundesarbeitsgericht","","http://www.bundesarbeitsgericht.de/","Frei","Rechtswissenschaften >> Gerichte","","","",""
"KV Thüringen","","http://www.kv-thueringen.de/","Frei","Kranken- und Pflegeversicherung >> Leistungserbringer >> Kassenärztliche Vereinigungen","","","",""
"KV Schleswig-Holstein","","http://www.kvsh.de/","Frei","Kranken- und Pflegeversicherung >> Leistungserbringer >> Kassenärztliche Vereinigungen","","","",""
"KV Niedersachsen","","http://www.kvn.de","Frei","Kranken- und Pflegeversicherung >> Leistungserbringer >> Kassenärztliche Vereinigungen","","","",""
"KV Mecklenburg-Vorpommern","","http://www.kvmv.info/","Frei","Kranken- und Pflegeversicherung >> Leistungserbringer >> Kassenärztliche Vereinigungen","","","",""
"KV Bremen","","http://www.kvhb.de/","Frei","Kranken- und Pflegeversicherung >> Leistungserbringer >> Kassenärztliche Vereinigungen","","","",""
"KV Sachsen-Anhalt","","http://www.kvsa.de/","Frei","Kranken- und Pflegeversicherung >> Leistungserbringer >> Kassenärztliche Vereinigungen","","","",""
"DRG Research Group Münster","Die DRG-Research-Group bemüht sich als interdisziplinäre Gruppe von Wissenschaftlern um die Evaluation von DRG-Systemen.","http://drg.uni-muenster.de/","Frei","Medizin und Gesundheitswissenschaften >> Leitlinien, Public Health, Versorgungsforschung","Medizin und Gesundheitswissenschaften >> Krankenhaus","","",""
"KV Westfalen-Lippe","","http://www.kvwl.de/","Frei","Kranken- und Pflegeversicherung >> Leistungserbringer >> Kassenärztliche Vereinigungen","","","",""
"KV Hamburg","","http://www.kvhh.net/kvhh","Frei","Kranken- und Pflegeversicherung >> Leistungserbringer >> Kassenärztliche Vereinigungen","","","",""
"DIMDI - Informationssystem Arzneimittel","<p>Auf Grundlage des § 67a des Arzneimittelgesetzes (AMG) hat das DIMDI den Auftrag, ein zentrales datenbankgestütztes Informationssystem über Arzneimittel zu errichten.</p>","http://www.dimdi.de/dynamic/de/arzneimittel","Frei","Medizin und Gesundheitswissenschaften >> Arzneimittel","","","",""
"Bundesagentur für Arbeit","","http://www.arbeitsagentur.de/","Frei","Kranken- und Pflegeversicherung >> Andere Sozialversicherungsträger","","","",""
"AOK","Gesundheitsportal der AOK","http://www.aok.de/bundesweit/index.php","Frei","Kranken- und Pflegeversicherung >> Krankenkassen","","","",""
"KV Saarland","","http://www.kvsaarland.de/","Frei","Kranken- und Pflegeversicherung >> Leistungserbringer >> Kassenärztliche Vereinigungen","","","",""
"Bundesministerium für Gesundheit - BMG","","http://www.bmg.bund.de/","Frei","Politik, Wirtschaft, Pädagogik, Psychologie >> Gesundheits- und Sozialpolitik","Kranken- und Pflegeversicherung >> Verbände, Gremien, Behörden","","",""
"Schwerbehindertenausweis","<p>Formulare, Vordrucke und Adressen - nach Bundesländern sortiert - für den Antrag auf einen Schwerbehindertenausweis</p>","https://www.einfach-teilhaben.de/DE/AS/Themen/Schwerbehinderung/schwerbehinderung_node.html","Frei","Hilfen für die Kundenberatung/Hotlines","","","",""
"KV Sachsen","","https://web85.kvs-sachsen.de/aktuell/aktuelle-nachrichten-und-themen/","Frei","Kranken- und Pflegeversicherung >> Leistungserbringer >> Kassenärztliche Vereinigungen","","","",""
"KV Rheinland-Pfalz","","http://www.kv-rlp.de/","Frei","Kranken- und Pflegeversicherung >> Leistungserbringer >> Kassenärztliche Vereinigungen","","","",""
"KV Nordrhein","","http://www.kvno.de/","Frei","Kranken- und Pflegeversicherung >> Leistungserbringer >> Kassenärztliche Vereinigungen","","","",""
